,ts_code,trade_date,suspend_timing,suspend_type
2,002408.SZ,20220314,,R
0,832419.BJ,20220311,,R
1,603661.SH,20220311,,R
0,600461.SH,20220310,,R
1,600734.SH,20220310,,R
0,688131.SH,20220307,,R
0,600078.SH,20220304,,R
1,835179.BJ,20220304,,R
0,000959.SZ,20220303,,R
0,002429.SZ,20220301,,R
1,002761.SZ,20220301,,R
0,871857.BJ,20220228,,R
0,000981.SZ,20220225,,R
0,000970.SZ,20220224,,R
0,833346.BJ,20220223,,R
0,600575.SH,20220222,,R
0,300446.SZ,20220221,,R
0,002239.SZ,20220218,,R
1,839719.BJ,20220218,,R
0,002816.SZ,20220215,,R
1,600734.SH,20220215,,R
0,002893.SZ,20220214,,R
1,002564.SZ,20220214,,R
2,839792.BJ,20220214,,R
0,836239.BJ,20220210,,R
1,300757.SZ,20220210,,R
0,603322.SH,20220209,,R
0,002813.SZ,20220208,,R
0,003031.SZ,20220207,,R
1,002092.SZ,20220207,,R
2,300261.SZ,20220207,,R
0,000809.SZ,20220128,,R
1,000528.SZ,20220128,,R
0,600030.SH,20220127,,R
1,000893.SZ,20220127,,R
2,300169.SZ,20220127,,R
0,830779.BJ,20220126,,R
0,300604.SZ,20220124,,R
1,301068.SZ,20220124,,R
0,600847.SH,20220120,,R
1,603990.SH,20220120,,R
0,603227.SH,20220118,,R
1,605090.SH,20220118,,R
2,870204.BJ,20220118,,R
0,000516.SZ,20220117,,R
0,600595.SH,20220114,,R
0,002948.SZ,20220113,,R
1,600072.SH,20220113,,R
0,834415.BJ,20220110,,R
1,300534.SZ,20220110,,R
0,300461.SZ,20220107,,R
0,002323.SZ,20220106,,R
1,300261.SZ,20220106,,R
2,871245.BJ,20220106,,R
0,002722.SZ,20220105,,R
1,836263.BJ,20220105,,R
0,002321.SZ,20220104,,R
1,002766.SZ,20220104,,R
2,002356.SZ,20220104,,R
3,002638.SZ,20220104,,R
4,002683.SZ,20220104,,R
0,000564.SZ,20211231,,R
1,300278.SZ,20211231,,R
0,300071.SZ,20211230,,R
1,300703.SZ,20211230,,R
2,837174.BJ,20211230,,R
0,002470.SZ,20211229,,R
1,001317.SZ,20211229,,R
2,600283.SH,20211229,,R
3,600421.SH,20211229,,R
0,600289.SH,20211228,,R
0,002086.SZ,20211227,,R
1,002943.SZ,20211227,,R
0,002623.SZ,20211224,,R
0,601555.SH,20211223,,R
1,000301.SZ,20211223,,R
2,002775.SZ,20211223,,R
3,300909.SZ,20211223,,R
4,836957.BJ,20211223,,R
0,600515.SH,20211222,,R
1,600463.SH,20211222,,R
2,832802.BJ,20211222,,R
0,002719.SZ,20211220,,R
1,603023.SH,20211220,,R
0,002629.SZ,20211217,,R
0,600860.SH,20211216,,R
1,002319.SZ,20211216,,R
0,600518.SH,20211215,,R
0,000777.SZ,20211214,,R
0,600900.SH,20211213,,R
1,000401.SZ,20211213,,R
0,002338.SZ,20211210,,R
0,600856.SH,20211209,,R
0,600198.SH,20211206,,R
1,000528.SZ,20211206,,R
2,002265.SZ,20211206,,R
0,603900.SH,20211203,,R
0,002142.SZ,20211202,,R
1,002210.SZ,20211202,,R
2,002943.SZ,20211202,,R
3,430556.BJ,20211202,,R
0,002160.SZ,20211129,,R
0,600929.SH,20211125,,R
1,600318.SH,20211125,,R
0,836720.BJ,20211124,,R
0,300599.SZ,20211123,,R
1,601069.SH,20211123,,R
0,301089.SZ,20211122,,R
0,603078.SH,20211119,,R
0,600856.SH,20211118,,R
1,000780.SZ,20211118,,R
2,002282.SZ,20211118,,R
0,002011.SZ,20211117,,R
1,600980.SH,20211117,,R
0,603703.SH,20211115,,R
1,831832.BJ,20211115,,R
2,832145.BJ,20211115,,R
3,832171.BJ,20211115,,R
4,833454.BJ,20211115,,R
5,833873.BJ,20211115,,R
6,836260.BJ,20211115,,R
7,837092.BJ,20211115,,R
8,839680.BJ,20211115,,R
9,870436.BJ,20211115,,R
10,871981.BJ,20211115,,R
0,600796.SH,20211112,,R
1,600856.SH,20211112,,R
0,000523.SZ,20211110,,R
0,832089.BJ,20211109,,R
0,002731.SZ,20211108,,R
0,831305.BJ,20211105,,R
0,002289.SZ,20211104,,R
0,002096.SZ,20211103,,R
1,838924.BJ,20211103,,R
0,300069.SZ,20211102,,R
0,002483.SZ,20211101,,R
0,871753.BJ,20211029,,R
0,002755.SZ,20211028,,R
1,300438.SZ,20211028,,R
2,300492.SZ,20211028,,R
3,688028.SH,20211028,,R
4,836892.BJ,20211028,,R
0,603800.SH,20211027,,R
1,600803.SH,20211027,,R
0,872925.BJ,20211025,,R
0,605286.SH,20211022,,R
0,000401.SZ,20211021,,R
1,600039.SH,20211021,,R
0,600861.SH,20211020,,R
0,600995.SH,20211018,,R
1,603045.SH,20211018,,R
0,603329.SH,20211015,,R
0,603133.SH,20211013,,R
0,300089.SZ,20211012,,R
1,000862.SZ,20211012,,R
2,002552.SZ,20211012,,R
0,000875.SZ,20211011,,R
1,300083.SZ,20211011,,R
0,000564.SZ,20211008,,R
1,600340.SH,20211008,,R
2,002786.SZ,20211008,,R
0,002668.SZ,20210930,,R
1,600071.SH,20210930,,R
0,600515.SH,20210929,,R
1,300051.SZ,20210929,,R
2,300437.SZ,20210929,,R
0,600221.SH,20210928,,R
1,000597.SZ,20210928,,R
2,600859.SH,20210928,,R
3,603922.SH,20210928,,R
0,000737.SZ,20210927,,R
1,601866.SH,20210927,,R
0,000586.SZ,20210924,,R
1,002259.SZ,20210924,,R
0,000663.SZ,20210923,,R
1,600222.SH,20210923,,R
0,600877.SH,20210916,,R
0,600112.SH,20210915,,R
0,002655.SZ,20210914,,R
0,000016.SZ,20210913,,R
1,000959.SZ,20210913,,R
0,002559.SZ,20210909,,R
0,300710.SZ,20210908,,R
0,002668.SZ,20210907,,R
1,300809.SZ,20210907,,R
0,836077.BJ,20210831,,R
0,603838.SH,20210830,,R
1,002515.SZ,20210830,,R
0,002113.SZ,20210827,,R
0,000877.SZ,20210826,,R
1,002180.SZ,20210826,,R
2,835305.BJ,20210826,,R
0,300827.SZ,20210825,,R
0,000669.SZ,20210824,,R
1,300256.SZ,20210824,,R
0,600027.SH,20210820,,R
1,000983.SZ,20210820,,R
2,835174.BJ,20210820,,R
0,600970.SH,20210819,,R
1,603693.SH,20210819,,R
0,831039.BJ,20210818,,R
0,600260.SH,20210817,,R
0,871642.BJ,20210816,,R
0,600723.SH,20210813,,R
1,600859.SH,20210813,,R
2,832566.BJ,20210813,,R
0,600068.SH,20210812,,R
1,002819.SZ,20210812,,R
2,600461.SH,20210812,,R
0,600767.SH,20210810,,R
1,603779.SH,20210810,,R
0,300827.SZ,20210809,,R
1,600361.SH,20210809,,R
2,430090.BJ,20210809,,R
0,000782.SZ,20210806,,R
1,871553.BJ,20210806,,R
0,002356.SZ,20210805,,R
0,601236.SH,20210804,,R
1,002256.SZ,20210804,,R
2,603959.SH,20210804,,R
0,002312.SZ,20210803,,R
1,600462.SH,20210803,,R
0,000893.SZ,20210802,,R
0,002650.SZ,20210728,,R
0,300765.SZ,20210727,,R
1,600526.SH,20210727,,R
0,300253.SZ,20210726,,R
1,300451.SZ,20210726,,R
2,600816.SH,20210726,,R
3,300129.SZ,20210726,,R
0,600112.SH,20210723,,R
0,603555.SH,20210722,,R
1,600593.SH,20210722,,R
0,600081.SH,20210720,,R
1,300077.SZ,20210720,,R
2,839946.BJ,20210720,,R
0,300443.SZ,20210719,,R
1,600421.SH,20210719,,R
0,002638.SZ,20210716,,R
1,300842.SZ,20210716,,R
0,000595.SZ,20210715,,R
0,600811.SH,20210714,,R
0,600300.SH,20210713,,R
1,300638.SZ,20210713,,R
2,832522.BJ,20210713,,R
0,601015.SH,20210708,,R
1,002075.SZ,20210708,,R
2,832885.BJ,20210708,,R
0,600093.SH,20210707,,R
1,300530.SZ,20210707,,R
0,002024.SZ,20210706,,R
1,002226.SZ,20210706,,R
0,688368.SH,20210705,,R
1,300660.SZ,20210705,,R
2,834765.BJ,20210705,,R
0,002825.SZ,20210702,,R
1,600112.SH,20210702,,R
2,600766.SH,20210702,,R
0,600460.SH,20210701,,R
0,600052.SH,20210630,,R
0,000796.SZ,20210629,,R
1,002707.SZ,20210629,,R
2,603286.SH,20210629,,R
0,002716.SZ,20210628,,R
1,831768.BJ,20210628,,R
0,600841.SH,20210625,,R
1,000918.SZ,20210625,,R
2,300339.SZ,20210625,,R
3,600009.SH,20210625,,R
4,600433.SH,20210625,,R
0,000410.SZ,20210624,,R
1,002535.SZ,20210624,,R
2,001896.SZ,20210624,,R
3,832982.BJ,20210624,,R
0,002529.SZ,20210623,,R
1,002812.SZ,20210623,,R
0,000017.SZ,20210622,,R
1,000806.SZ,20210622,,R
2,600193.SH,20210622,,R
3,603607.SH,20210622,,R
4,600539.SH,20210622,,R
5,603909.SH,20210622,,R
6,605169.SH,20210622,,R
0,000780.SZ,20210621,,R
1,002513.SZ,20210621,,R
2,300410.SZ,20210621,,R
0,000971.SZ,20210618,,R
1,600112.SH,20210618,,R
0,600421.SH,20210617,,R
1,600696.SH,20210617,,R
2,300449.SZ,20210617,,R
0,002122.SZ,20210616,,R
1,002496.SZ,20210616,,R
0,000422.SZ,20210611,,R
1,000638.SZ,20210611,,R
2,002445.SZ,20210611,,R
3,002198.SZ,20210611,,R
4,600070.SH,20210611,,R
0,600909.SH,20210610,,R
1,002076.SZ,20210610,,R
2,000755.SZ,20210610,,R
0,002418.SZ,20210609,,R
1,600850.SH,20210609,,R
0,000571.SZ,20210608,,R
1,000982.SZ,20210608,,R
2,002052.SZ,20210608,,R
3,837212.BJ,20210608,,R
0,603603.SH,20210607,,R
0,002247.SZ,20210604,,R
1,600698.SH,20210604,,R
0,002077.SZ,20210603,,R
1,300657.SZ,20210603,,R
2,300717.SZ,20210603,,R
3,600136.SH,20210603,,R
4,833523.BJ,20210603,,R
0,600725.SH,20210601,,R
0,002121.SZ,20210531,,R
1,300356.SZ,20210531,,R
2,002355.SZ,20210531,,R
0,000572.SZ,20210527,,R
1,831726.BJ,20210527,,R
0,000953.SZ,20210526,,R
1,002333.SZ,20210526,,R
2,002336.SZ,20210526,,R
3,002062.SZ,20210526,,R
0,002354.SZ,20210525,,R
1,002502.SZ,20210525,,R
2,600816.SH,20210525,,R
3,002280.SZ,20210525,,R
4,300157.SZ,20210525,,R
5,600209.SH,20210525,,R
0,300670.SZ,20210524,,R
1,000820.SZ,20210524,,R
2,000906.SZ,20210524,,R
0,600226.SH,20210520,,R
1,600242.SH,20210520,,R
2,600289.SH,20210520,,R
3,600423.SH,20210520,,R
4,600599.SH,20210520,,R
5,600671.SH,20210520,,R
6,600781.SH,20210520,,R
7,601258.SH,20210520,,R
8,600860.SH,20210520,,R
9,300720.SZ,20210520,,R
10,600576.SH,20210520,,R
11,600610.SH,20210520,,R
0,600280.SH,20210519,,R
1,600311.SH,20210519,,R
2,600354.SH,20210519,,R
3,600539.SH,20210519,,R
4,600702.SH,20210519,,R
5,600821.SH,20210519,,R
6,600836.SH,20210519,,R
7,600898.SH,20210519,,R
8,603188.SH,20210519,,R
0,600241.SH,20210518,,R
1,600568.SH,20210518,,R
2,600816.SH,20210518,,R
0,000837.SZ,20210517,,R
1,000890.SZ,20210517,,R
2,600119.SH,20210517,,R
3,600290.SH,20210517,,R
4,600530.SH,20210517,,R
5,002121.SZ,20210517,,R
0,600122.SH,20210514,,R
1,600462.SH,20210514,,R
2,000613.SZ,20210514,,R
0,600877.SH,20210513,,R
1,603389.SH,20210513,,R
2,600845.SH,20210513,,R
3,000301.SZ,20210513,,R
4,300534.SZ,20210513,,R
0,000408.SZ,20210512,,R
1,600080.SH,20210512,,R
2,300175.SZ,20210512,,R
3,600198.SH,20210512,,R
4,603518.SH,20210512,,R
0,000536.SZ,20210511,,R
1,600234.SH,20210511,,R
2,601399.SH,20210511,,R
0,002255.SZ,20210510,,R
1,002426.SZ,20210510,,R
2,600179.SH,20210510,,R
3,600215.SH,20210510,,R
4,600243.SH,20210510,,R
0,002640.SZ,20210507,,R
1,300495.SZ,20210507,,R
2,600358.SH,20210507,,R
3,600758.SH,20210507,,R
0,000005.SZ,20210506,,R
1,000502.SZ,20210506,,R
2,000523.SZ,20210506,,R
3,000525.SZ,20210506,,R
4,000606.SZ,20210506,,R
5,000611.SZ,20210506,,R
6,000616.SZ,20210506,,R
7,000802.SZ,20210506,,R
8,002175.SZ,20210506,,R
9,002770.SZ,20210506,,R
10,300178.SZ,20210506,,R
11,300269.SZ,20210506,,R
12,600078.SH,20210506,,R
13,600112.SH,20210506,,R
14,600139.SH,20210506,,R
15,600275.SH,20210506,,R
16,600291.SH,20210506,,R
17,600382.SH,20210506,,R
18,600387.SH,20210506,,R
19,600393.SH,20210506,,R
20,600589.SH,20210506,,R
21,600615.SH,20210506,,R
22,600870.SH,20210506,,R
23,600896.SH,20210506,,R
24,603007.SH,20210506,,R
25,603729.SH,20210506,,R
26,603863.SH,20210506,,R
27,600329.SH,20210506,,R
28,600488.SH,20210506,,R
29,600846.SH,20210506,,R
30,600983.SH,20210506,,R
31,002878.SZ,20210506,,R
0,000007.SZ,20210430,,R
1,000609.SZ,20210430,,R
2,002321.SZ,20210430,,R
3,002358.SZ,20210430,,R
4,002473.SZ,20210430,,R
5,002618.SZ,20210430,,R
6,002619.SZ,20210430,,R
7,002684.SZ,20210430,,R
8,300038.SZ,20210430,,R
9,300044.SZ,20210430,,R
10,300202.SZ,20210430,,R
11,300278.SZ,20210430,,R
12,300530.SZ,20210430,,R
13,600091.SH,20210430,,R
14,600157.SH,20210430,,R
15,600191.SH,20210430,,R
16,600265.SH,20210430,,R
17,600319.SH,20210430,,R
18,600601.SH,20210430,,R
19,600652.SH,20210430,,R
20,601020.SH,20210430,,R
21,603557.SH,20210430,,R
22,688068.SH,20210430,,R
0,300312.SZ,20210429,,R
1,300325.SZ,20210429,,R
2,600518.SH,20210429,,R
3,002198.SZ,20210429,,R
4,600662.SH,20210429,,R
5,603006.SH,20210429,,R
0,000504.SZ,20210428,,R
1,000679.SZ,20210428,,R
2,002289.SZ,20210428,,R
3,300023.SZ,20210428,,R
4,300064.SZ,20210428,,R
5,300071.SZ,20210428,,R
6,300313.SZ,20210428,,R
7,300446.SZ,20210428,,R
8,300795.SZ,20210428,,R
9,300859.SZ,20210428,,R
10,600239.SH,20210428,,R
11,600301.SH,20210428,,R
12,600403.SH,20210428,,R
13,600506.SH,20210428,,R
14,603032.SH,20210428,,R
0,600084.SH,20210427,,R
1,600300.SH,20210427,,R
2,600385.SH,20210427,,R
3,831175.BJ,20210427,,R
0,002464.SZ,20210426,,R
1,300029.SZ,20210426,,R
2,300051.SZ,20210426,,R
3,000972.SZ,20210426,,R
4,300370.SZ,20210426,,R
5,600182.SH,20210426,,R
6,600766.SH,20210426,,R
7,601777.SH,20210426,,R
8,002755.SZ,20210426,,R
9,002762.SZ,20210426,,R
0,002504.SZ,20210423,,R
0,600888.SH,20210421,,R
1,600695.SH,20210421,,R
2,000425.SZ,20210421,,R
0,002290.SZ,20210420,,R
0,000737.SZ,20210419,,R
1,000868.SZ,20210419,,R
2,600817.SH,20210419,,R
0,600149.SH,20210416,,R
1,600399.SH,20210416,,R
2,600651.SH,20210416,,R
3,600856.SH,20210416,,R
4,000761.SZ,20210416,,R
5,002066.SZ,20210416,,R
0,600815.SH,20210415,,R
0,002176.SZ,20210414,,R
1,002306.SZ,20210414,,R
2,003039.SZ,20210414,,R
0,002681.SZ,20210413,,R
1,002766.SZ,20210413,,R
2,600389.SH,20210413,,R
0,000409.SZ,20210412,,R
1,002168.SZ,20210412,,R
0,600238.SH,20210409,,R
0,002058.SZ,20210408,,R
1,002776.SZ,20210408,,R
2,300262.SZ,20210408,,R
0,000980.SZ,20210407,,R
1,834014.BJ,20210407,,R
0,600228.SH,20210406,,R
1,600470.SH,20210406,,R
2,600890.SH,20210406,,R
0,000727.SZ,20210402,,R
1,600860.SH,20210402,,R
0,600416.SH,20210401,,R
1,600721.SH,20210401,,R
2,000063.SZ,20210401,,R
3,000401.SZ,20210401,,R
4,000959.SZ,20210401,,R
0,002369.SZ,20210331,,R
0,300198.SZ,20210330,,R
0,603988.SH,20210329,,R
0,600707.SH,20210325,,R
1,300145.SZ,20210325,,R
0,600246.SH,20210324,,R
0,002319.SZ,20210323,,R
1,600892.SH,20210323,,R
2,600365.SH,20210323,,R
0,002420.SZ,20210322,,R
1,002192.SZ,20210322,,R
2,600209.SH,20210322,,R
3,000906.SZ,20210322,,R
4,300469.SZ,20210322,,R
5,600850.SH,20210322,,R
6,002071.SZ,20210322,,R
7,600749.SH,20210322,,R
0,600891.SH,20210319,,R
0,000980.SZ,20210318,,R
1,300737.SZ,20210318,,R
0,600255.SH,20210316,,R
1,002647.SZ,20210316,,R
0,600212.SH,20210315,,R
1,688178.SH,20210315,,R
2,002890.SZ,20210315,,R
0,000976.SZ,20210312,,R
1,600433.SH,20210312,,R
0,603399.SH,20210311,,R
0,000707.SZ,20210308,,R
1,002387.SZ,20210308,,R
0,002187.SZ,20210305,,R
1,600929.SH,20210305,,R
0,600865.SH,20210304,,R
1,601777.SH,20210304,,R
0,002168.SZ,20210303,,R
0,000603.SZ,20210302,,R
1,835985.BJ,20210302,,R
0,000803.SZ,20210301,,R
1,000032.SZ,20210301,,R
2,002024.SZ,20210301,,R
0,000662.SZ,20210226,,R
0,002735.SZ,20210225,,R
1,603322.SH,20210225,,R
2,832225.BJ,20210225,,R
0,600466.SH,20210224,,R
0,603677.SH,20210223,,R
1,830832.BJ,20210223,,R
0,834599.BJ,20210222,,R
0,600221.SH,20210219,,R
1,600515.SH,20210219,,R
2,000564.SZ,20210219,,R
3,600340.SH,20210219,,R
4,832735.BJ,20210219,,R
5,832491.BJ,20210219,,R
0,002180.SZ,20210210,,R
1,002530.SZ,20210210,,R
2,002352.SZ,20210210,,R
0,002188.SZ,20210209,,R
1,002531.SZ,20210209,,R
2,836239.BJ,20210209,,R
0,300525.SZ,20210208,,R
0,833427.BJ,20210205,,R
0,002289.SZ,20210204,,R
0,600055.SH,20210203,,R
0,300325.SZ,20210202,,R
1,002072.SZ,20210202,,R
0,600461.SH,20210201,,R
1,600723.SH,20210201,,R
2,600859.SH,20210201,,R
3,603693.SH,20210201,,R
0,000528.SZ,20210129,,R
1,000966.SZ,20210129,,R
0,300005.SZ,20210128,,R
1,000996.SZ,20210128,,R
2,601866.SH,20210128,,R
3,603010.SH,20210128,,R
0,603985.SH,20210127,,R
0,300038.SZ,20210126,,R
0,000826.SZ,20210125,,R
1,000885.SZ,20210125,,R
2,838275.BJ,20210125,,R
0,601880.SH,20210122,,R
1,600844.SH,20210122,,R
0,600086.SH,20210121,,R
0,600157.SH,20210119,,R
1,300307.SZ,20210119,,R
0,002642.SZ,20210118,,R
1,600796.SH,20210118,,R
2,300424.SZ,20210118,,R
3,000780.SZ,20210118,,R
0,603507.SH,20210113,,R
0,000150.SZ,20210112,,R
1,836826.BJ,20210112,,R
0,833509.BJ,20210111,,R
0,688029.SH,20210108,,R
1,837344.BJ,20210108,,R
0,600687.SH,20210107,,R
1,300182.SZ,20210107,,R
0,002115.SZ,20210106,,R
0,600841.SH,20210105,,R
0,000927.SZ,20210104,,R
1,002781.SZ,20210104,,R
2,002857.SZ,20210104,,R
3,300422.SZ,20210104,,R
0,603903.SH,20201230,,R
1,832982.BJ,20201230,,R
0,600157.SH,20201229,,R
1,300065.SZ,20201229,,R
2,300200.SZ,20201229,,R
3,300506.SZ,20201229,,R
4,603021.SH,20201229,,R
5,300011.SZ,20201229,,R
0,002445.SZ,20201228,,R
1,600267.SH,20201228,,R
2,430510.BJ,20201228,,R
3,836675.BJ,20201228,,R
0,600228.SH,20201225,,R
1,831856.BJ,20201225,,R
0,601777.SH,20201223,,R
1,600248.SH,20201223,,R
2,832000.BJ,20201223,,R
0,002168.SZ,20201221,,R
1,603110.SH,20201221,,R
0,300596.SZ,20201218,,R
0,600919.SH,20201217,,R
0,002080.SZ,20201216,,R
1,600176.SH,20201216,,R
0,600595.SH,20201215,,R
0,000981.SZ,20201214,,R
1,600882.SH,20201214,,R
2,000558.SZ,20201214,,R
3,600877.SH,20201214,,R
0,000893.SZ,20201209,,R
0,600317.SH,20201208,,R
1,601880.SH,20201208,,R
2,603025.SH,20201208,,R
3,835670.BJ,20201208,,R
0,600179.SH,20201207,,R
1,002619.SZ,20201207,,R
0,600755.SH,20201203,,R
1,601968.SH,20201203,,R
0,603159.SH,20201201,,R
0,000595.SZ,20201130,,R
0,838030.BJ,20201127,,R
0,601966.SH,20201126,,R
1,601777.SH,20201126,,R
2,002510.SZ,20201126,,R
3,000403.SZ,20201126,,R
0,002075.SZ,20201125,,R
0,430047.BJ,20201124,,R
1,831305.BJ,20201124,,R
0,600917.SH,20201120,,R
0,000813.SZ,20201118,,R
1,871396.BJ,20201118,,R
0,300266.SZ,20201117,,R
0,000595.SZ,20201116,,R
1,600248.SH,20201116,,R
2,603067.SH,20201116,,R
0,300442.SZ,20201112,,R
0,603007.SH,20201110,,R
0,600486.SH,20201109,,R
1,002816.SZ,20201109,,R
2,000029.SZ,20201109,,R
3,300569.SZ,20201109,,R
4,603333.SH,20201109,,R
5,688189.SH,20201109,,R
6,830839.BJ,20201109,,R
0,300064.SZ,20201104,,R
0,002175.SZ,20201103,,R
1,002766.SZ,20201103,,R
0,002005.SZ,20201102,,R
1,002684.SZ,20201102,,R
2,600970.SH,20201102,,R
0,300340.SZ,20201030,,R
1,831152.BJ,20201030,,R
0,600679.SH,20201029,,R
1,002469.SZ,20201029,,R
0,300645.SZ,20201028,,R
1,600068.SH,20201028,,R
0,000816.SZ,20201027,,R
0,002668.SZ,20201026,,R
1,002319.SZ,20201026,,R
0,601968.SH,20201023,,R
1,300393.SZ,20201023,,R
0,000728.SZ,20201022,,R
1,603006.SH,20201022,,R
2,603032.SH,20201022,,R
3,831087.BJ,20201022,,R
0,300526.SZ,20201021,,R
0,001896.SZ,20201020,,R
0,603919.SH,20201019,,R
1,603223.SH,20201019,,R
2,002633.SZ,20201019,,R
0,600766.SH,20201015,,R
0,300722.SZ,20201014,,R
0,300050.SZ,20201013,,R
1,600109.SH,20201013,,R
2,600160.SH,20201013,,R
3,601456.SH,20201013,,R
4,835579.BJ,20201013,,R
0,600547.SH,20201009,,R
1,300294.SZ,20201009,,R
2,300071.SZ,20201009,,R
0,000737.SZ,20200930,,R
0,600008.SH,20200929,,R
1,600157.SH,20200929,,R
2,600966.SH,20200929,,R
3,000597.SZ,20200929,,R
0,002569.SZ,20200928,,R
1,000927.SZ,20200928,,R
2,300262.SZ,20200928,,R
0,600817.SH,20200925,,R
1,601700.SH,20200925,,R
2,000959.SZ,20200925,,R
0,600596.SH,20200924,,R
1,001979.SZ,20200924,,R
0,600433.SH,20200923,,R
0,600702.SH,20200922,,R
1,300064.SZ,20200922,,R
2,300301.SZ,20200922,,R
3,300313.SZ,20200922,,R
0,002819.SZ,20200921,,R
0,002629.SZ,20200918,,R
1,000100.SZ,20200918,,R
2,000818.SZ,20200918,,R
3,002902.SZ,20200918,,R
4,300128.SZ,20200918,,R
0,002788.SZ,20200917,,R
1,002512.SZ,20200917,,R
2,600310.SH,20200917,,R
3,000156.SZ,20200917,,R
4,834770.BJ,20200917,,R
0,603023.SH,20200916,,R
1,000727.SZ,20200916,,R
2,300299.SZ,20200916,,R
0,300029.SZ,20200915,,R
1,300367.SZ,20200915,,R
2,300446.SZ,20200915,,R
3,300405.SZ,20200915,,R
4,300665.SZ,20200915,,R
0,002089.SZ,20200914,,R
0,600079.SH,20200911,,R
1,300073.SZ,20200911,,R
0,600538.SH,20200910,,R
1,603002.SH,20200910,,R
2,300069.SZ,20200910,,R
3,300678.SZ,20200910,,R
0,002883.SZ,20200909,,R
0,603909.SH,20200908,,R
1,002390.SZ,20200908,,R
0,000595.SZ,20200907,,R
1,300008.SZ,20200907,,R
0,000911.SZ,20200904,,R
0,600518.SH,20200903,,R
1,002180.SZ,20200903,,R
0,002312.SZ,20200902,,R
1,300313.SZ,20200902,,R
0,002531.SZ,20200901,,R
1,600301.SH,20200901,,R
0,300270.SZ,20200831,,R
0,002066.SZ,20200828,,R
0,002079.SZ,20200827,,R
1,601717.SH,20200827,,R
0,000039.SZ,20200826,,R
1,600983.SH,20200826,,R
0,600365.SH,20200825,,R
1,601777.SH,20200825,,R
2,000755.SZ,20200825,,R
3,002288.SZ,20200825,,R
4,300396.SZ,20200825,,R
0,600801.SH,20200824,,R
1,000825.SZ,20200824,,R
2,300284.SZ,20200824,,R
0,002453.SZ,20200821,,R
0,600810.SH,20200820,,R
1,000498.SZ,20200820,,R
2,002176.SZ,20200820,,R
0,000088.SZ,20200819,,R
1,300475.SZ,20200819,,R
0,600615.SH,20200818,,R
1,600860.SH,20200818,,R
0,002580.SZ,20200814,,R
1,002748.SZ,20200814,,R
0,000885.SZ,20200813,,R
0,600234.SH,20200812,,R
1,000597.SZ,20200812,,R
2,835857.BJ,20200812,,R
0,600826.SH,20200810,,R
1,002324.SZ,20200810,,R
2,002685.SZ,20200810,,R
3,000877.SZ,20200810,,R
4,002226.SZ,20200810,,R
5,603067.SH,20200810,,R
0,002342.SZ,20200807,,R
0,600255.SH,20200806,,R
0,002285.SZ,20200805,,R
0,002089.SZ,20200804,,R
1,002427.SZ,20200804,,R
2,300540.SZ,20200804,,R
0,600690.SH,20200803,,R
1,600526.SH,20200803,,R
2,830779.BJ,20200803,,R
0,002319.SZ,20200730,,R
1,000507.SZ,20200730,,R
0,600370.SH,20200729,,R
1,002180.SZ,20200729,,R
2,600673.SH,20200729,,R
0,603269.SH,20200728,,R
0,002473.SZ,20200727,,R
1,600460.SH,20200727,,R
2,600606.SH,20200727,,R
3,002270.SZ,20200727,,R
4,430418.BJ,20200727,,R
5,430489.BJ,20200727,,R
6,830799.BJ,20200727,,R
7,830946.BJ,20200727,,R
8,830964.BJ,20200727,,R
9,831010.BJ,20200727,,R
10,831370.BJ,20200727,,R
11,831445.BJ,20200727,,R
12,831961.BJ,20200727,,R
13,832278.BJ,20200727,,R
14,832317.BJ,20200727,,R
15,833266.BJ,20200727,,R
16,833819.BJ,20200727,,R
17,833874.BJ,20200727,,R
18,833994.BJ,20200727,,R
19,834021.BJ,20200727,,R
20,834415.BJ,20200727,,R
21,834475.BJ,20200727,,R
22,834682.BJ,20200727,,R
23,835184.BJ,20200727,,R
24,835185.BJ,20200727,,R
25,835368.BJ,20200727,,R
26,835508.BJ,20200727,,R
27,835640.BJ,20200727,,R
28,836149.BJ,20200727,,R
29,836263.BJ,20200727,,R
30,837242.BJ,20200727,,R
31,838163.BJ,20200727,,R
32,839167.BJ,20200727,,R
33,839729.BJ,20200727,,R
34,430198.BJ,20200727,,R
35,836433.BJ,20200727,,R
0,000611.SZ,20200724,,R
1,002691.SZ,20200724,,R
0,300422.SZ,20200723,,R
1,002420.SZ,20200723,,R
2,603603.SH,20200723,,R
0,000010.SZ,20200722,,R
0,603633.SH,20200721,,R
1,300645.SZ,20200721,,R
2,600267.SH,20200721,,R
3,603922.SH,20200721,,R
0,600999.SH,20200720,,R
1,002245.SZ,20200720,,R
2,871981.BJ,20200720,,R
0,600651.SH,20200717,,R
1,832802.BJ,20200717,,R
0,002282.SZ,20200716,,R
0,002254.SZ,20200714,,R
1,002045.SZ,20200714,,R
2,300090.SZ,20200714,,R
3,300156.SZ,20200714,,R
0,601599.SH,20200713,,R
1,002872.SZ,20200713,,R
2,603488.SH,20200713,,R
3,300561.SZ,20200713,,R
0,600069.SH,20200710,,R
1,603123.SH,20200710,,R
0,600182.SH,20200709,,R
0,002290.SZ,20200708,,R
1,002819.SZ,20200708,,R
2,600317.SH,20200708,,R
3,601880.SH,20200708,,R
0,300084.SZ,20200706,,R
